file_name,text,phishing_type
phishing_015,"	여보세요, OOO 엄마지? 내 폰이 물에 빠져서 임시폰 써. 정말 OOO야? 목소리가 좀 달라 보이는데?  어, 어, 엄마, 급해. 병원비가 필요해. 돈 좀 보내줘. 병원비? 무슨 일이야? 무슨 병원이야? 이따가 자세히 설명할게. 지금은 빨리 돈 보내줘야 돼.",가족지인사칭형
phishing_016,	안녕하세요? OOO 친구인데요. OOO가 사고가 났어요. 정말이에요? OOO가 어디에 있나요? 다쳤나요? 병원에 있고 수술비가 필요해요. 긴급해요. 어디 병원이에요? 제가 직접 갈게요. 수술 중이라 못 들어가요. 일단 돈부터 보내주시면 안 될까요?,가족지인사칭형
phishing_017,"	여보세요, OOO 누나야? 내 폰 고장 나서 친구폰 빌렸어. OOO야? 무슨 일로 전화했니? 갑자기 경찰서에 와있어. 벌금 내야 돼. 경찰서? 무슨 일로 갔는데?  사소한 일인데, 돈이 없어서. 일단 좀 보내줄 수 있어?",가족지인사칭형
phishing_018,"	여보세요, OOO야? 나네. OOO? 너 목소리가 왜 그래? 차 사고가 났어. 보험사에 돈 먼저 보내야 한다고 해서. 너 괜찮아? 어디 병원이야? 병원은 나중에 말할게. 지금은 돈 보내는 게 시급해.",가족지인사칭형
phishing_019,"	여보세요, OOO 삼촌인데, 지금 급하게 돈이 필요해.  삼촌? 왜 그래요, 무슨 일이에요? OOO가 다쳐서 병원비가 필요해. 정말이에요? OOO가 어디 있나요? 병원에 있어. 수술 중이니까 빨리 송금해줘.",가족지인사칭형
phishing_020," 여보세요, 여보세요, OOO야?  네, 맞아요. 무슨 일이에요? 나 경찰서에 잡혔어. 교통사고가 났어. 벌금 내야 해. 뭐라고? 너 괜찮아? 어떻게 해야 해? 빨리 돈 보내줘. 변호사 비용이 필요해. 계좌번호 알려줄게.",가족지인사칭형
phishing_021," 엄마, 나 OOO야. 내 전화기 화면이 깨졌어. 뭐? OOO 맞아? 어떻게 된 거야?  맞아, 엄마. 친구가 큰 사고를 당해서 치료비가 필요해. 정말이야? 어디서 돈을 보내야 해? 내가 계좌번호 알려줄게. 빨리 보내줘야 해.",가족지인사칭형
phishing_022," 아빠, 나 OOO야. 급한 일이 생겼어. OOO? 무슨 일이야? 너 괜찮아? 친구가 다쳐서 병원비가 필요해. 도와줘야 해. 정말 심각한 거야? 내가 어떻게 도와줄 수 있어? 바로 계좌로 돈 보내줘. 나중에 다 설명할게.",가족지인사칭형
phishing_023," OOO야, 나 사촌이다. 긴급한 상황이야. 사촌? 무슨 일이야? 갑자기 왜 그래? 일하다가 사고가 났어. 병원비가 부족해. 그래? 어디로 돈 보내야 해? 계좌번호 불러줄게. 빨리 부탁해.",가족지인사칭형
phishing_024," 오빠, 나 OOO야. 핸드폰이 고장났어. OOO야? 무슨 일이야? 왜 전화가 달라? 병원에 급하게 와야 할 상황이 생겼어. 돈 좀 보내줘. 그게 무슨 소리야? 괜찮은 거야? 나중에 설명할게. 계좌번호 불러줄 테니까 빨리 부탁해.",가족지인사칭형
phishing_025," 여보세요, OOO지? 나 네 친구인데, OOO가 급하게 돈이 필요해. 네? 누구시죠? OOO가 무슨 일이 있나요? OOO가 교통사고를 당했어. 병원비를 빨리 내야 해. 정말인가요? 일단 OOO에게 직접 연락해볼게요. 지금 통화가 안 될 거야. 시간을 끌면 안 돼.",가족지인사칭형
phishing_026," OOO야, 나 네 형이야. 급히 돈 좀 보내줄 수 있겠니?  네 형? 무슨 일이야, 뭐 때문에? 친구가 사고가 나서 병원비가 필요해. 빠르게 처리해야 해. 정말 형 맞아? 목소리가 좀 이상한데.  그래, 맞아. 전화기가 고장 나서 다른 걸로 하는 중이야.",가족지인사칭형
phishing_027," 여보세요, OOO야? 엄마인데, 급히 이체 좀 해줄래? 엄마? 갑자기 무슨 일이야? 은행에서 문제가 생겨서 돈을 빨리 보내야 해. 나중에 설명할게. 뭔가 좀 이상한데... 직접 은행에 물어볼게. 그러면 안 돼. 지금 바로 처리해야 해.",가족지인사칭형
phishing_028," OOO야, 아빠다. 지금 은행에 문제 생겨서 돈 좀 필요해. 네? 뭐가 문제야? 왜 갑자기? 계좌가 잠겼어. 급히 풀어야 해서 빠르게 이체 부탁해. 아빠 목소리 아닌 것 같은데... 무슨 일인지 확인해볼게.  통화가 안 될 거야, 빨리 해결해야 해.",가족지인사칭형
phishing_029," 여보세요, OOO씨? 경찰입니다. 가족이 사고로 병원에 있습니다. 뭐라고요? 어느 병원인지 알려주세요! 우선 병원비를 처리해야 합니다. 바로 송금 가능하신가요? 정말 경찰 맞나요? 경찰서에 확인해볼게요. 시간이 없습니다. 빠르게 처리해 주셔야 합니다.",가족지인사칭형
phishing_030," 여보세요, OOO야. 급히 좀 돈이 필요해. OOO? 무슨 일이야? 왜 돈이 필요한데? 친구가 사고가 나서 치료비를 먼저 내야 해. 정말이야? 어디서 다쳤는데? 병원에서 진찰받고 있어. 시간이 없으니까 빨리 보내줘.",가족지인사칭형
phishing_031," OOO야, 내 휴대폰이 고장 나서 임시 번호로 연락해.  어, OOO? 정말 네가 맞아?  응, 내가 맞아. 근데 지금 급한 일이 생겼어. 무슨 일인데? 은행에서 문제가 생겨서 네 도움 필요해.",가족지인사칭형
phishing_032," OOO야, 나야. 좀 곤란한 상황에 빠졌어. 무슨 일이야? 어디에야? 경찰서에 있는데 금전적인 문제가 있어. 경찰서? 무슨 문제야? 나중에 설명할게. 우선 돈 좀 보내줘.",가족지인사칭형
phishing_033," 엄마, OOO인데 전화 좀 해준 대로 보내줄 수 있어?  OOO, 이 번호가 네 번호가 아니지 않아?  맞아, 임시 번호야. 은행에서 문제가 생겼어. 정말이야? 무슨 문제가 생겼는데? 계좌가 잠겨서 지금 당장 풀어야 해.",가족지인사칭형
phishing_034," 이모, 나 OOO인데 연락 좀 해줘. OOO? 너 목소리가 좀 다른데? 지금 병원에서 급한 상황이라 그래. 돈이 필요해. 무슨 병원이야? 어디 아픈 거야? 응급처치 받고 있어. 빨리 보내줘야 해.",가족지인사칭형
phishing_035," 아빠, 저 휴대폰 잃어버려서 임시 번호로 연락드려요.  어, OOO 맞니? 무슨 일 있어?  네, 맞아요. 친구가 사고가 났는데 병원비가 필요해요. 도와주실 수 있나요? 어떻게 된 건데? 괜찮은 거야? 급하게 돈을 보내주시면 바로 해결될 것 같아요. 나중에 자세히 설명할게요.",가족지인사칭형
phishing_036," 엄마, 저 OOO예요. 갑자기 문제가 생겼어요. 무슨 문제인데? 어디 아프니? 아니요. 친구가 사고가 나서 돈이 급하게 필요해요. 정말이니? 왜 친구 번호로 연락했어? 제 핸드폰이 고장나서요. 빨리 돈 좀 보내주세요.",가족지인사칭형
phishing_037," 여보세요, OOO인데요, 휴대폰이 고장나서 임시 번호로 전화 드려요. OOO? 무슨 일이야? 무사한 거 맞아?  아빠, 친구가 사고가 났어요. 병원비가 필요해요. 믿을 수가 없네. 정말 OOO 맞아?  네, 정말이에요. 빨리 좀 부탁드려요.",가족지인사칭형
phishing_038," 형, 나 OOO인데, 지금 큰일 났어. 무슨 일이야? 어디 아픈 거야?  아니, 친구가 사고가 나서 병원비가 필요해. 너 진짜 OOO 맞아? 요즘 사기 많다던데.  맞아, 형. 정말 급하니까 빨리 좀 보내줘.",가족지인사칭형
phishing_039," 어머니, 저 OOO입니다. 급한 일이 생겼어요. OOO야? 무슨 일인데 그래? 친구가 교통사고를 당해서 병원비가 필요해요. 정말이니? 요즘 사기 사건이 많아서 말이야.  저도 알아요, 하지만 지금은 진짜라서요. 빨리 도와주세요.",가족지인사칭형
phishing_040," 여보세요, 지금 급한 상황이에요. 저 OOO인데요, 휴대폰이 고장 났어요. 어? OOO라고? 무슨 일인데 그래? 학교에서 사고가 나서 병원비가 필요해요. 빨리 좀 보내줘야 해요. 정말이야? 어디 병원인데? 직접 가볼게. 여기서는 바로 보내주는 게 더 빨라요. 내가 나중에 다 설명할게요.",가족지인사칭형
phishing_041," 아빠, 지금 OOO예요. 친구가 사고 났는데 돈이 급히 필요해요. 뭐라고? 왜 그렇게 된 거야? 어디 있어?  병원에 와있는데, 돈이 없어서 친구가 위험해요. 무슨 병원이야? 직접 가볼게.  아니, 그러지 말고, 지금 계좌로 넣어주세요.",가족지인사칭형
phishing_042," 여보세요, OO 선생님 맞으시죠? 제가 OOO 친구입니다.  네, 맞습니다. 어떤 일인가요? OOO가 교통사고가 나서 병원에 있는 상황입니다. 급히 돈이 필요해요.  아, 그렇군요. 어떻게 도와드리면 될까요? 지금 즉시 계좌로 돈을 보내주시면 감사하겠습니다.",가족지인사칭형
phishing_043," 여보세요? 엄마, 나 OOO야. 큰일 났어! OOO? 무슨 일이야? 왜 그래? 친구랑 여행 갔다가 문제가 생겼어. 돈이 필요해. 얼마나 필요한데? 어디로 보내면 돼? 계좌번호 불러줄게. 빨리 보내줘.",가족지인사칭형
phishing_044," 여보세요, 아빠? 나 OOO인데 휴대폰이 고장 나서 임시번호 써.  OOO야, 무슨 일이야? 왜 그래? 친구가 사고가 났는데 돈이 급히 필요해. 좀 보내줄 수 있어? 어디로 보내야 해? 자세히 얘기해봐. 지금 병원이라 바로 보내주면 도움될 것 같아.",가족지인사칭형
phishing_045," 여보세요, OOO야. 오랜만이야, 잘 지냈어?  어, OOO? 네 오빠인데 갑자기 무슨 일이야? 나 지금 급히 돈이 필요해서 그래. 급하게 처리해야 할 일이 생겼어. 무슨 일인데 그래? 갑자기 돈 얘기하니까 당황스럽네. 친구가 사고를 당했는데 내가 먼저 돈을 좀 보내줘야 해. 나중에 설명할게.",가족지인사칭형
phishing_046," 여보세요, OOO님 맞으시죠? 서울경찰청입니다. 네? 서울경찰청이라고요? 무슨 일인가요? OOO님의 아드님이 사고를 당했습니다. 지금 병원비가 급히 필요합니다. 아들이요? 어디서 사고가 났다고요? 제가 직접 확인해야겠어요. 지금 급하게 돈을 보내주셔야 합니다. 계좌 번호 불러드릴게요.",가족지인사칭형
phishing_047," 안녕하세요, OOO씨? 보험사입니다.  네, OOO입니다. 보험사라니 무슨 일인가요? 아드님이 교통사고를 당했는데 병원비 청구가 필요합니다. 아들이요? 그런 전화를 못 받았는데요. 직접 확인해볼게요. 시간이 없으니 지금 바로 송금해 주셔야 합니다.",가족지인사칭형
phishing_048," 여보세요, OOO 이모세요? 저 OOO예요. OOO야? 목소리가 이상한데 무슨 일이야?  급히 돈이 필요해요, 친구가 큰일이 생겼어요. 친구가 무슨 일이야? 왜 너한테 돈을 요구하는데?  설명할 시간이 없어요. 이모, 제발 도와주세요.",가족지인사칭형
phishing_049," OOO님, 여보세요? 국세청입니다.  네, OOO입니다. 무슨 일인가요? OOO님의 아드님이 세금 문제로 조사를 받고 있습니다. 즉시 납부가 필요합니다. 그런 전화를 받은 적이 없는데요. 직접 확인해볼게요. 지금 바로 송금하지 않으면 문제가 커질 수 있습니다.",가족지인사칭형
phishing_050," 여보세요, OOO 어머니 맞으신가요? OOO가 사고를 당해서 병원입니다. 네? OOO가 사고를 당했다고요? 지금 어디에 있는 거예요? 현재 응급실에 있습니다. 수술비가 필요해서 급히 연락드렸습니다.  아, 그렇군요. 얼마나 필요한가요? 200만 원 정도 필요합니다. 가능한 빨리 송금 부탁드립니다.",가족지인사칭형
phishing_051," 여보세요? OOO야, 나야. 내 전화기 고장 나서 친구 걸로 연락해. 응? OOO? 어떻게 된 거야? 급하게 돈이 필요해. 나 좀 도와줄 수 있어? 무슨 일이야? 왜 돈이 필요한데? 친구가 갑자기 문제가 생겨서 잠깐 빌려줘야 해. 나중에 다 설명할게.",가족지인사칭형
phishing_052," OOO, 이모가 급하게 연락했어. 네가 병원에 있다고 들었어. 네? 무슨 말씀이세요? 저는 괜찮은데요.  아니, 병원에서 네가 곧 수술을 받아야 한다고 해서. 전혀 그런 적 없어요. 이모 지금 어디세요?  어, 그럼 누가 장난치는 건가 봐. 미안해.",가족지인사칭형
phishing_053," 여보세요? OOO야, 선생님이야. 시험 관련해서 급히 연락했어.  네, 선생님? 급히 무슨 일이죠? 네 시험 응시료가 미납됐다고 해서 지금 당장 처리해야 해.  아, 그런가요? 어디로 보내야 하죠? 내가 알려주는 계좌로 빨리 입금해 줘. 한시가 급해.",가족지인사칭형
phishing_054," 여보세요, OOO니? 네 아빠가 교통사고를 당했다네. 아빠가요? 지금 어디에 계세요?  병원에 계시고, 치료비가 필요해서 너한테 연락했어. 얼마 정도 필요한 건가요? 바로 보낼게요. 300만 원이 필요해. 계좌번호 보낼 테니까 확인해 줘.",가족지인사칭형
phishing_055," 안녕하세요, OOO의 친구입니다. 지금 OOO가 급히 입원해서요. 네? OOO가 입원했다고요? 어디 병원인데요? 사고가 나서 큰 병원으로 옮겨졌어요. 지금 당장 치료비가 필요해요. 정말요? 병원 이름과 위치를 알려주세요.  시간이 없어요, 일단 계좌로 돈 좀 보내주실 수 있나요?",가족지인사칭형
phishing_056," OOO야, 큰일났어. 내 핸드폰이 물에 빠졌어. 어? OOO 맞아? 무슨 일이야?  응, 맞아. 친구랑 여행 중인데 급히 돈이 필요해. 어떻게 보내면 돼? 정말 급한 상황이야?  어, 계좌 번호 보내줄게. 빨리 좀 부탁해.",가족지인사칭형
phishing_057," 아빠, 나 OOO인데 지금 폰이 고장나서. OOO? 갑자기 무슨 전화야? 무슨 일이니? 친구가 사고가 나서 병원비를 먼저 내야 해. 얼마가 필요한데? 병원에 내가 직접 갈까?  아니, 시간 없어. 일단 계좌로 보내줘.",가족지인사칭형
phishing_058," 여보세요, OOO의 동생입니다. 지금 OOO가 사고가 나서요. 네? 동생이라고요? 무슨 사고예요? OOO 괜찮아요? 많이 다쳐서 병원에 있는데 수술비가 급히 필요해요. 무슨 병원인가요? 제가 직접 가볼게요. 직접 오시기엔 시간이 부족해요. 송금이 필요해요.",가족지인사칭형
phishing_059," 할머니, 저 OOO예요. 갑자기 급한 일이 생겼어요. OOO? 할머니는 네 목소리가 아닌 것 같은데. 핸드폰이 고장 나서 그렇습니다. 친구가 사고를 당했어요. 정말이니? 어떻게 도와주면 되니? 계좌로 돈을 좀 보내주셔야 할 것 같아요. 급해요.",가족지인사칭형
phishing_060," 여보세요, OOO야, 엄마 핸드폰이 고장 나서 친구 폰으로 전화했어.  어, OOO야? 무슨 일이야? 어디 아픈 건 아니지?  아니야, 엄마. 근데 친구가 사고가 나서 병원비를 먼저 내야 해. 정말 큰일이네. 어떻게 도와주면 될까? 엄마가 내 계좌로 돈 좀 보내 줄 수 있어? 급해.",가족지인사칭형
phishing_061," OOO야, 엄마야. 너희 아빠 사고 나서 병원에 있어. 뭐? 정말이야? 어디 다쳤어? 많이 다쳤어. 수술비가 필요해. 당장 입금해 줘야 해.  알았어, 계좌 번호 보내줘.",가족지인사칭형
phishing_062," OOO야, 할아버지인데 할머니가 위급해서 병원에 갔어. 할아버지? 무슨 일이에요? 어디가 아프세요? 갑자기 쓰러지셔서 수술이 필요해. 돈이 급해.  네, 바로 어떻게 해야 할지 알려주세요.",가족지인사칭형
phishing_063," 여보세요, OOO씨? 경찰입니다. 아드님이 교통사고로 체포되었습니다. 네? 우리 아들이요? 무슨 일이죠? 빨리 보석금을 송금해야 합니다. 그래야 풀려납니다.  잠깐만요, 제가 직접 경찰서로 가겠습니다.",가족지인사칭형
phishing_064," 안녕하세요, OOO님. 보험회사입니다. 따님의 사고로 인해 급한 보험 처리가 필요합니다. 사고요? 우리 딸이요? 어디 다쳤나요?  네, 빠르게 입원 수속을 하려면 지금 송금이 필요합니다. 일단 상황을 확인하고 다시 연락드릴게요.",가족지인사칭형
phishing_065," 여보세요, 여기 OOO 상담센터인데 오늘 고객님 아드님이 사고를 당하셨습니다. 뭐라고요? OOO가 사고를 당했다고요?  네, 다행히 큰 부상은 아니지만 병원비가 급하게 필요합니다.  잠깐만요, 어떻게 돈을 보내야 하죠? 저희가 알려드리는 계좌로 바로 송금해주시면 됩니다.",가족지인사칭형
phishing_066," 여보세요, 여기 OO 경찰서입니다. OOO님 아드님이 문제가 생겼습니다. 무슨 문제죠? OOO가 왜 경찰서에 있나요? 경미한 교통사고가 나서 보석금이 필요합니다. 정말인가요? 어떻게 해야 하죠? 우리가 보내는 계좌로 보석금을 입금해 주시면 됩니다.",가족지인사칭형
phishing_067," 여보세요, OOO야. 내 전화기가 고장 나서 임시 번호로 연락해. OOO? 진짜 너야? 무슨 일 있어?  급한 상황이라서 그런데, 돈 좀 보내줄 수 있어? 왜? 무슨 일인데? 친구가 다쳤는데 일단 병원비가 필요해.",가족지인사칭형
phishing_068," 안녕하세요, 여기는 OO 은행입니다. OOO 고객님 아드님이 계좌를 이용 중입니다. 네? 제 아들이 제 계좌를 쓴다고요? 맞습니다. 안전한 거래를 위해 계정을 확인해 주셔야 합니다. 어떻게 확인해야 하죠? 저희가 보내드리는 인증번호를 입력하시면 됩니다.",가족지인사칭형
phishing_069," 어머니, 저 OOO인데 친구한테 돈 좀 빌려줘야 돼요. OOO야? 정말 네가 맞니? 무슨 일인데 돈이 필요하니? 친구가 급하게 돈이 필요해서 그래요. 당장 보내 줄 수 있어요? 어디로 보내면 되니? 여기 계좌로 바로 보내주시면 돼요.",가족지인사칭형
phishing_070," 여보세요? OOO야, 사고가 났어! OOO? 무슨 사고야? 너 괜찮아? 내가 운전 중에 살짝 부딪혔어. 그런데 보험 처리가 필요해.  아, 그래? 보험사에 연락해야 하는 거 아니야? 시간이 없어서 직접 해결해야 해. 당장 계좌로 돈 좀 보내줄 수 있어?",가족지인사칭형
phishing_071," 안녕하세요, OOO 씨의 친구입니다. 급한 일이 생겨서요. OOO의 친구요? 무슨 일이죠? OOO가 병원에 있어요. 치료비가 많이 나와서요.  아, 정말요? OOO가 다쳤다니 믿기지 않네요.  네, 그래서 빨리 도와주셔야 해요. 입금 부탁드릴게요.",가족지인사칭형
phishing_072," 아빠, 나 OOO야. 큰일 났어. OOO? 무슨 일인데 그래? 어디 아프니?  아니, 친구가 사고가 나서 도와줘야 해. 그럼 경찰에 연락해야 하는 거 아니니? 시간이 없어서 직접 처리해야 해. 돈 좀 부탁해.",가족지인사칭형
phishing_073," 안녕하세요, OO 씨는 저 기억하시죠? OOO입니다.  아, OOO 씨요? 오랜만이네요. 무슨 일이세요? 급하게 돈이 필요하게 됐어요. 제가 사고를 당해서 병원에 있어요. 정말요? 그럼 병원비는 어떻게 해야 하죠?  그래서 그러는데, 계좌로 좀 보내주실 수 있나요?",가족지인사칭형
phishing_074," 엄마, 나 OOO야. 휴대폰 고장나서 임시 번호야. OOO? 정말 네가 맞아?  응, 엄마. 급하게 돈 필요해. 친구가 사고가 나서. 그래? 무슨 사고야? 어디 다친거야? 응급처치비가 필요해서 당장 보내줘. 자세한 건 나중에 얘기할게.",가족지인사칭형
phishing_075," 아빠, 저 OOO인데, 급하게 돈이 필요해요. OOO? 무슨 일이야? 지금 어디야? 친구가 사고가 나서 병원비를 먼저 내야 해요. 그래? 많이 다쳤어? 어떻게 도와줘야 해?  응, 엄청 급해. 계좌로 돈 좀 보내주시면 돼요.",가족지인사칭형
phishing_076," 여보세요, OOO입니다. 제 휴대폰이 고장 나서 임시로 이 전화 쓰고 있어요. 정말 OOO야? 목소리가 좀 다른데...  네, 접촉사고가 나서 급하게 수리비가 필요해요.  어머나, 많이 다치진 않았어? 괜찮니?  네, 괜찮아요. 빨리 해결해야 해서요. 부탁드릴게요.",가족지인사칭형
phishing_077," 엄마, OOO인데 친구가 교통사고 났어. 뭐라고? OOO 너 어디야? 너무 놀랐잖아! 저도 놀랐어요. 병원비가 급해서 돈 좀 보내주셔야 해요. 알겠어. 얼마나 필요해? 바로 보낼게.  감사합니다. 정말 급해요, 엄마.",가족지인사칭형
phishing_078," 할머니, OOO인데요. 급한 일이 생겼어요. OOO야? 무슨 일이니? 목소리가 왜 이렇게 달라? 친구가 급히 수술을 받아야 해서 돈이 필요해요.  어머나, 얼마나 필요하니? 할머니가 어떻게 도와줄까? 급해서요. 가능한 빨리 부탁드릴게요.",가족지인사칭형
phishing_079," 여보세요, OOO인데요, 핸드폰이 고장 나서 급한 전화를 합니다. OOO? 어쩐 일이야? 무슨 일 생겼어? 친구가 갑자기 아파서 병원비가 필요합니다.  아이고, 많이 다쳤니? 어떻게 도와주면 좋을까? 당장 돈을 보내주시면 좋겠어요. 정말 급해서요.",가족지인사칭형
phishing_080," 아빠, 나 OOO인데 지금 폰이 고장 나서 임시 번호로 연락하는 거야. 뭐? OOO라고? 무슨 일 있어?  응, 친구가 사고가 났는데 병원비를 먼저 내야 해서 그래. 그래? 너 괜찮아? 어디 보낼까?  우선 내 계좌로 보내주면 될 것 같아. 고마워, 아빠.",가족지인사칭형
phishing_081," 엄마, 나 OOO야. 급히 돈 좀 보내줄 수 있어? 뭐라고? 왜 돈이 필요한데?  휴대폰이 고장 나서 임시 폰으로 연락하는데, 친구가 급하게 병원비가 필요해. 너 정말 OOO 맞아? 뭔가 이상한데.  응, 엄마. 나중에 다 설명할게. 지금은 좀 급해.",가족지인사칭형
phishing_082," 할머니, 나 OOO인데 휴대폰이 고장 나서 임시 번호야.  오메, OOO구나. 왜 전화했어? 친구가 급히 병원에 가야 하는데 돈이 모자라서 그래. 할머니가 뭘 도와주면 되니? 할머니 계좌에서 제 계좌로 좀 보내주실 수 있어요?",가족지인사칭형
phishing_083," 여보세요, OOO인데요. 휴대폰 문제가 있어서 임시로 이 번호 써요. 이게 무슨 일이야? 괜찮아?  응, 근데 친구가 다쳐서 병원비가 필요해. 정말 OOO 맞지? 이상해 보여. 나중에 다 설명할게. 지금은 급해서 그래.",가족지인사칭형
phishing_084," 여보세요, 아빠? 나 OOO인데 휴대폰이 고장 나서 임시 번호야. OOO야? 이 번호는 뭐야? 친구가 사고 났는데 병원비가 필요해. 당장 좀 보내줄 수 있어? 무슨 사고? 어디로 보내면 돼? 내 계좌로 보내주면 돼. 정말 고마워.",가족지인사칭형
phishing_085," 여보세요, OOO야. 다급해서 전화했어.  어, OOO야? 무슨 일이야 그렇게 급하게?  나 지금 경찰서에 있는데, 보증금 내야 해. 빨리 좀 도와줘. 경찰서? 무슨 일인데 그래? 무슨 보증금?  친구랑 얽힌 일이 좀 있어서 그런데, 금방 갚을게. 부탁이야.",가족지인사칭형
phishing_086," 여보세요, 엄마? 나야, OOO.  OOO니? 목소리가 왜 그래, 무슨 일이야?  나 사고 당했어. 병원비가 급한데, 엄마 빨리 돈 좀 보내줄 수 있어?  큰일이네, 어디 많이 다쳤어? 어디로 보내야 해? 나중에 설명할게. 여기 계좌번호 불러줄 테니까 바로 보내줘.",가족지인사칭형
phishing_087," OOO야, 나야. 도와줘야 할 일이 있어. OOO야? 이 번호는 뭐야? 무슨 일이야? 폰이 고장 나서 임시폰이야. 급히 돈 좀 보내줘야 해. 왜? 무슨 급한 일이야? 친구가 갑자기 사고가 나서 내가 대신 내야 해. 부탁할게.",가족지인사칭형
